ID Cliente;Zona;País;Tipo de producto;ID Proveedor;Prioridad;Fecha pedido;ID Pedido;Fecha envío;Unidades;Precio Unitario;Coste unitario;Importe venta total;Importe Coste total
C0908;Australia y Oceanía;Tonga;Doméstico;P0012;Baja;12/07/2020;790897452;17/07/2020;2986;668.27 ;502.54 ;1995454.22 ;1500584.44 
C0674;África;Madagascar;Cárnicos;P0002;Alta;6/08/2020;567429101;19/09/2020;3735;421.89 ;364.69 ;1575759.15 ;1362117.15 
C0279;África;Seychelles ;Alimento infantil;P0005;Media;29/12/2021;227903926;10/01/2022;691;255.28 ;159.42 ;176398.48 ;110159.22 
C0520;África;Swaziland;Bebida;P0009;Media;23/02/2022;852058255;28/02/2022;1827;47.45 ;31.79 ;86691.15 ;58080.33 
C0899;Australia y Oceanía;Tonga;Cereales;P0003;Crítica;25/04/2020;889940917;30/04/2020;2149;205.70 ;117.11 ;442049.30 ;251669.39 
C0119;África;Azerbaijan;Bebida;P0009;Media;16/11/2021;211913239;27/11/2021;8692;47.45 ;31.79 ;412435.40 ;276318.68 
C0586;África;Madagascar;Cereales;P0003;Crítica;10/08/2022;558649051;15/08/2022;5523;205.70 ;117.11 ;1136081.10 ;646798.53 
C0911;África;Iran;Alimento infantil;P0005;Alta;16/07/2021;591134679;23/08/2021;8743;255.28 ;159.42 ;2231913.04 ;1393809.06 
C0406;Australia y Oceanía;New Zealand;Cosméticos;P0006;Baja;27/05/2022;840668952;10/07/2022;1479;437.20 ;263.33 ;646618.80 ;389465.07 
C0588;África;Democratic Republic of the Congo;Doméstico;P0012;Crítica;29/09/2020;558863198;23/10/2020;8894;668.27 ;502.54 ;5943593.38 ;4469590.76 
C0676;Europa;Lithuania;Alimento infantil;P0005;Baja;12/07/2022;867641246;27/07/2022;3180;255.28 ;159.42 ;811790.40 ;506955.60 
C0092;África;Seychelles ;Cereales;P0003;Baja;4/09/2022;709239423;24/09/2022;8561;205.70 ;117.11 ;1760997.70 ;1002578.71 
C0962;Europa;Croatia;Cereales;P0003;Crítica;20/10/2020;896206557;16/11/2020;6291;205.70 ;117.11 ;1294058.70 ;736739.01 
C0614;África;Swaziland;Alimento infantil;P0005;Crítica;26/08/2022;961403977;5/10/2022;9656;255.28 ;159.42 ;2464983.68 ;1539359.52 
C0080;Asia;Singapore;Snacks;P0001;Alta;27/06/2021;508005511;15/08/2021;8975;152.58 ;97.44 ;1369405.50 ;874524.00 
C0594;Europa;Germany;Frutas;P0004;Crítica;5/06/2022;559497487;14/06/2022;6595;9.33 ;6.92 ;61531.35 ;45637.40 
C0096;Europa;Norway;Cosméticos;P0006;Baja;20/12/2020;409678733;2/01/2021;1896;437.20 ;263.33 ;828931.20 ;499273.68 
C0726;Asia;Malaysia;Cosméticos;P0006;Media;10/08/2021;772660577;26/08/2021;6290;437.20 ;263.33 ;2749988.00 ;1656345.70 
C0328;Europa;Austria;Bebida;P0009;Crítica;29/01/2022;632866847;12/02/2022;8219;47.45 ;31.79 ;389991.55 ;261282.01 
C0950;Asia;Malaysia;Snacks;P0001;Media;10/07/2020;395033872;23/07/2020;8156;152.58 ;97.44 ;1244442.48 ;794720.64 
C0342;África;Lesotho;Cuidado personal;P0007;Alta;20/08/2022;534210479;29/08/2022;3607;81.73 ;56.67 ;294800.11 ;204408.69 
C0457;África;Benin;Frutas;P0004;Alta;18/03/2020;245757997;30/03/2020;4107;9.33 ;6.92 ;38318.31 ;28420.44 
C0953;Europa;Greece;Material de oficina;P0008;Baja;5/03/2021;595350253;24/03/2021;6225;651.21 ;524.96 ;4053782.25 ;3267876.00 
C0689;Europa;Lithuania;Cereales;P0003;Baja;3/06/2022;468973577;13/07/2022;8558;205.70 ;117.11 ;1760380.60 ;1002227.38 
C0229;África;Comoros;Cárnicos;P0002;Alta;2/09/2022;622926795;26/09/2022;6736;421.89 ;364.69 ;2841851.04 ;2456551.84 
C0338;Asia;Myanmar;Doméstico;P0012;Media;17/01/2021;533821237;21/02/2021;8421;668.27 ;502.54 ;5627501.67 ;4231889.34 
C0485;África;Ethiopia;Cuidado personal;P0007;Baja;14/05/2021;648580729;4/06/2021;8306;81.73 ;56.67 ;678849.38 ;470701.02 
C0344;África;Guinea;Cereales;P0003;Crítica;16/02/2022;134441602;5/04/2022;3112;205.70 ;117.11 ;640138.40 ;364446.32 
C0289;Centroamérica y Caribe;Saint Lucia;Cosméticos;P0006;Baja;21/10/2020;928952682;5/11/2020;6597;437.20 ;263.33 ;2884208.40 ;1737188.01 
C0899;África;Eritrea;Material de oficina;P0008;Media;27/12/2020;989975297;7/02/2021;4545;651.21 ;524.96 ;2959749.45 ;2385943.20 
C0456;África;Niger;Cuidado personal;P0007;Baja;21/05/2022;145683276;18/06/2022;9774;81.73 ;56.67 ;798829.02 ;553892.58 
C0445;Centroamérica y Caribe;Barbados;Cosméticos;P0006;Media;29/03/2022;544562947;11/05/2022;7132;437.20 ;263.33 ;3118110.40 ;1878069.56 
C0054;Australia y Oceanía;Tonga;Snacks;P0001;Crítica;30/06/2022;805413138;10/08/2022;8501;152.58 ;97.44 ;1297082.58 ;828337.44 
C0673;Asia;Indonesia;Bebida;P0009;Baja;19/08/2022;967345178;29/09/2022;7789;47.45 ;31.79 ;369588.05 ;247612.31 
C0397;Asia;Indonesia;Ropa;P0011;Alta;7/02/2021;239782893;28/03/2021;5941;109.28 ;35.84 ;649232.48 ;212925.44 
C0524;África;Lebanon;Cuidado personal;P0007;Crítica;27/06/2022;152462613;1/08/2022;5930;81.73 ;56.67 ;484658.90 ;336053.10 
C0054;África;Afghanistan;Ropa;P0011;Crítica;1/10/2021;505433166;9/10/2021;7760;109.28 ;35.84 ;848012.80 ;278118.40 
C0190;Europa;Hungary;Frutas;P0004;Baja;4/11/2022;719055879;14/12/2022;3468;9.33 ;6.92 ;32356.44 ;23998.56 
C0840;África;Gabon;Cosméticos;P0006;Media;11/02/2020;284004580;22/03/2020;2121;437.20 ;263.33 ;927301.20 ;558522.93 
C0112;Asia;Mongolia;Material de oficina;P0008;Media;7/08/2022;111265599;7/09/2022;4818;651.21 ;524.96 ;3137529.78 ;2529257.28 
C0821;Norteamérica;Canada;Alimento infantil;P0005;Baja;28/02/2021;282137763;25/03/2021;9689;255.28 ;159.42 ;2473407.92 ;1544620.38 
C0982;África;Afghanistan;Doméstico;P0012;Alta;11/05/2021;498232400;27/06/2021;6894;668.27 ;502.54 ;4607053.38 ;3464510.76 
C0314;Europa;Liechtenstein;Cereales;P0003;Media;2/01/2022;531473338;11/01/2022;3626;205.70 ;117.11 ;745868.20 ;424640.86 
C0740;Centroamérica y Caribe;Honduras;Alimento infantil;P0005;Crítica;23/04/2022;674096906;1/06/2022;9109;255.28 ;159.42 ;2325345.52 ;1452156.78 
C0886;Norteamérica;Mexico;Alimento infantil;P0005;Alta;18/06/2020;388651931;7/08/2020;9598;255.28 ;159.42 ;2450177.44 ;1530113.16 
C0579;África;Liberia;Material de oficina;P0008;Media;8/10/2020;557999742;28/10/2020;3378;651.21 ;524.96 ;2199787.38 ;1773314.88 
C0353;Europa;Ireland;Snacks;P0001;Alta;16/10/2020;335314166;1/11/2020;5768;152.58 ;97.44 ;880081.44 ;562033.92 
C0940;África;Morocco;Cárnicos;P0002;Crítica;8/05/2021;294081532;24/05/2021;4115;421.89 ;364.69 ;1736077.35 ;1500699.35 
C0781;Centroamérica y Caribe;Dominica;Ropa;P0011;Media;30/03/2022;178100669;9/05/2022;2801;109.28 ;35.84 ;306093.28 ;100387.84 
C0514;África;Cameroon;Doméstico;P0012;Media;21/10/2020;251482903;6/11/2020;8234;668.27 ;502.54 ;5502535.18 ;4137914.36 
C0486;Asia;Nepal;Cárnicos;P0002;Baja;4/12/2021;848652064;20/12/2021;3860;421.89 ;364.69 ;1628495.40 ;1407703.40 
C0243;Europa;Albania;Cereales;P0003;Crítica;25/04/2022;124344480;16/05/2022;5150;205.70 ;117.11 ;1059355.00 ;603116.50 
C0036;Asia;Maldives;Cuidado personal;P0007;Baja;8/07/2020;803608977;10/07/2020;4609;81.73 ;56.67 ;376693.57 ;261192.03 
C0318;África;Turkey;Ropa;P0011;Alta;14/03/2021;731806886;28/04/2021;6775;109.28 ;35.84 ;740372.00 ;242816.00 
C0246;Australia y Oceanía;New Zealand;Verduras;P0010;Crítica;12/04/2022;524612033;1/05/2022;3213;154.06 ;90.93 ;494994.78 ;292158.09 
C0180;África;Lebanon;Cereales;P0003;Alta;27/01/2022;418010747;7/02/2022;7524;205.70 ;117.11 ;1547686.80 ;881135.64 
C0183;Europa;Luxembourg;Ropa;P0011;Baja;26/09/2020;718301856;12/11/2020;336;109.28 ;35.84 ;36718.08 ;12042.24 
C0520;África;Togo;Ropa;P0011;Media;7/09/2021;452096688;18/09/2021;4311;109.28 ;35.84 ;471106.08 ;154506.24 
C0163;Europa;Hungary;Cuidado personal;P0007;Alta;31/07/2021;516319072;31/08/2021;9142;81.73 ;56.67 ;747175.66 ;518077.14 
C0282;Europa;Lithuania;Doméstico;P0012;Baja;10/05/2020;528205335;24/06/2020;6551;668.27 ;502.54 ;4377836.77 ;3292139.54 
C0753;Asia;Bangladesh;Material de oficina;P0008;Media;19/08/2022;175304305;18/09/2022;5294;651.21 ;524.96 ;3447505.74 ;2779138.24 
C0654;Asia;China;Bebida;P0009;Baja;28/12/2021;565477311;22/01/2022;6157;47.45 ;31.79 ;292149.65 ;195731.03 
C0768;África;Equatorial Guinea;Cárnicos;P0002;Media;5/06/2022;176898181;16/06/2022;6958;421.89 ;364.69 ;2935510.62 ;2537513.02 
C0080;Europa;Belgium;Cereales;P0003;Media;14/08/2022;708053243;12/09/2022;7544;205.70 ;117.11 ;1551800.80 ;883477.84 
C0277;África;Turkey;Snacks;P0001;Alta;20/03/2020;327741324;29/03/2020;4796;152.58 ;97.44 ;731773.68 ;467322.24 
C0250;Asia;Indonesia;Cuidado personal;P0007;Media;7/11/2021;425073754;22/12/2021;7625;81.73 ;56.67 ;623191.25 ;432108.75 
C0594;Europa;Russia;Frutas;P0004;Baja;8/09/2021;659474360;25/09/2021;1973;9.33 ;6.92 ;18408.09 ;13653.16 
C0106;Europa;Armenia;Cárnicos;P0002;Media;5/01/2020;310679471;27/01/2020;5814;421.89 ;364.69 ;2452868.46 ;2120307.66 
C0287;Centroamérica y Caribe;Belize;Cosméticos;P0006;Crítica;19/10/2021;528737914;1/12/2021;4153;437.20 ;263.33 ;1815691.60 ;1093609.49 
C0840;Europa;Finland;Snacks;P0001;Alta;30/12/2020;284011018;25/01/2021;4026;152.58 ;97.44 ;614287.08 ;392293.44 
C0171;Australia y Oceanía;Samoa ;Alimento infantil;P0005;Baja;14/12/2021;417172610;19/12/2021;9501;255.28 ;159.42 ;2425415.28 ;1514649.42 
C0892;África;The Gambia;Cosméticos;P0006;Crítica;4/11/2020;489209020;5/12/2020;6675;437.20 ;263.33 ;2918310.00 ;1757727.75 
C0314;Europa;Greece;Doméstico;P0012;Baja;25/05/2021;131419074;3/07/2021;8679;668.27 ;502.54 ;5799915.33 ;4361544.66 
C0954;Europa;Finland;Bebida;P0009;Crítica;7/01/2022;395414102;4/02/2022;674;47.45 ;31.79 ;31981.30 ;21426.46 
C0031;Centroamérica y Caribe;Trinidad and Tobago;Cereales;P0003;Baja;5/02/2020;603117930;12/03/2020;4853;205.70 ;117.11 ;998262.10 ;568334.83 
C0967;Asia;Vietnam;Frutas;P0004;Baja;27/12/2021;596766889;11/01/2022;5439;9.33 ;6.92 ;50745.87 ;37637.88 
C0889;Asia;Indonesia;Cuidado personal;P0007;Media;6/08/2021;288909804;10/08/2021;3686;81.73 ;56.67 ;301256.78 ;208885.62 
C0124;Europa;Norway;Cereales;P0003;Media;16/10/2021;112408006;23/10/2021;2882;205.70 ;117.11 ;592827.40 ;337511.02 
C0704;África;Zimbabwe;Cuidado personal;P0007;Crítica;27/07/2021;570435321;11/08/2021;3343;81.73 ;56.67 ;273223.39 ;189447.81 
C0864;África;Namibia;Alimento infantil;P0005;Crítica;28/04/2020;886478078;29/05/2020;7418;255.28 ;159.42 ;1893667.04 ;1182577.56 
C0543;Australia y Oceanía;Tonga;Cereales;P0003;Alta;17/02/2022;354335105;7/04/2022;4487;205.70 ;117.11 ;922975.90 ;525472.57 
C0881;Asia;Malaysia;Cárnicos;P0002;Crítica;18/01/2020;588117730;11/02/2020;5960;421.89 ;364.69 ;2514464.40 ;2173552.40 
C0722;África;Egypt;Bebida;P0009;Crítica;21/05/2020;572249782;21/05/2020;282;47.45 ;31.79 ;13380.90 ;8964.78 
C0114;África;Saudi Arabia;Doméstico;P0012;Baja;16/04/2021;711467587;23/05/2021;7924;668.27 ;502.54 ;5295371.48 ;3982126.96 
C0808;Centroamérica y Caribe;Panama;Material de oficina;P0008;Crítica;26/09/2022;580819976;24/10/2022;6393;651.21 ;524.96 ;4163185.53 ;3356069.28 
C0756;Centroamérica y Caribe;Haiti;Material de oficina;P0008;Media;27/03/2022;275668275;30/04/2022;5223;651.21 ;524.96 ;3401269.83 ;2741866.08 
C0616;África;Mauritania;Cereales;P0003;Alta;30/12/2021;861686313;30/12/2021;983;205.70 ;117.11 ;202203.10 ;115119.13 
C0248;África;The Gambia;Cárnicos;P0002;Crítica;8/10/2021;324860417;18/11/2021;2271;421.89 ;364.69 ;958112.19 ;828210.99 
C0214;Europa;Ireland;Snacks;P0001;Crítica;12/04/2020;321489417;13/04/2020;4718;152.58 ;97.44 ;719872.44 ;459721.92 
C0281;Europa;San Marino;Cosméticos;P0006;Baja;14/05/2022;328184640;29/06/2022;5983;437.20 ;263.33 ;2615767.60 ;1575503.39 
C0918;África;United Arab Emirates;Material de oficina;P0008;Baja;30/05/2020;791869914;22/06/2020;760;651.21 ;524.96 ;494919.60 ;398969.60 
C0797;África;Mauritania;Cuidado personal;P0007;Media;28/06/2021;879781568;17/08/2021;5771;81.73 ;56.67 ;471663.83 ;327042.57 
C0294;Centroamérica y Caribe;Nicaragua;Cárnicos;P0002;Crítica;19/03/2020;729468429;13/04/2020;4773;421.89 ;364.69 ;2013680.97 ;1740665.37 
C0987;Asia;Malaysia;Ropa;P0011;Alta;5/03/2020;998791825;21/03/2020;3551;109.28 ;35.84 ;388053.28 ;127267.84 
C0159;África;Zambia;Cosméticos;P0006;Alta;30/01/2021;615925586;25/02/2021;4923;437.20 ;263.33 ;2152335.60 ;1296373.59 
C0293;África;Malawi;Frutas;P0004;Baja;7/03/2020;829356038;29/03/2020;3737;9.33 ;6.92 ;34866.21 ;25860.04 
C0578;África;Lesotho;Cuidado personal;P0007;Alta;9/04/2022;257882010;17/04/2022;1872;81.73 ;56.67 ;152998.56 ;106086.24 
C0406;África;Malawi;Cárnicos;P0002;Baja;11/02/2021;740614831;15/02/2021;3241;421.89 ;364.69 ;1367345.49 ;1181960.29 
C0869;África;Iraq;Cárnicos;P0002;Crítica;19/11/2020;586978328;6/12/2020;8786;421.89 ;364.69 ;3706725.54 ;3204166.34 
C0267;Asia;Turkmenistan;Doméstico;P0012;Media;9/06/2020;426708829;25/06/2020;1480;668.27 ;502.54 ;989039.60 ;743759.20 
C0598;África;United Arab Emirates;Material de oficina;P0008;Baja;19/06/2020;959855163;28/06/2020;1328;651.21 ;524.96 ;864806.88 ;697146.88 
C0067;Asia;Maldives;Doméstico;P0012;Alta;20/01/2022;706778657;7/02/2022;366;668.27 ;502.54 ;244586.82 ;183929.64 
C0581;Europa;Romania;Doméstico;P0012;Crítica;29/05/2022;958153140;1/06/2022;7661;668.27 ;502.54 ;5119616.47 ;3849958.94 
C0249;África;Lebanon;Cosméticos;P0006;Crítica;28/12/2021;824964940;5/02/2022;4313;437.20 ;263.33 ;1885643.60 ;1135742.29 
C0885;Europa;Portugal;Cosméticos;P0006;Alta;30/03/2020;388512885;3/05/2020;8451;437.20 ;263.33 ;3694777.20 ;2225401.83 
C0504;Europa;Bosnia and Herzegovina;Material de oficina;P0008;Crítica;22/09/2022;250408303;7/10/2022;236;651.21 ;524.96 ;153685.56 ;123890.56 
C0825;África;Iraq;Snacks;P0001;Crítica;10/07/2022;182575023;24/08/2022;6861;152.58 ;97.44 ;1046851.38 ;668535.84 
C0772;Europa;Moldova ;Ropa;P0011;Crítica;18/09/2021;477249372;6/11/2021;7549;109.28 ;35.84 ;824954.72 ;270556.16 
C0969;África;Liberia;Cereales;P0003;Alta;6/05/2021;596980178;17/06/2021;8556;205.70 ;117.11 ;1759969.20 ;1001993.16 
C0246;África;Sudan;Alimento infantil;P0005;Baja;1/01/2020;524628770;3/01/2020;8166;255.28 ;159.42 ;2084616.48 ;1301823.72 
C0133;África;Democratic Republic of the Congo;Cosméticos;P0006;Media;18/12/2020;313368976;2/02/2021;1698;437.20 ;263.33 ;742365.60 ;447134.34 
C0366;África;Morocco;Snacks;P0001;Media;13/03/2022;536687123;15/03/2022;6501;152.58 ;97.44 ;991922.58 ;633457.44 
C0383;Centroamérica y Caribe;Saint Vincent and the Grenadines;Frutas;P0004;Media;20/08/2020;938382041;29/09/2020;6954;9.33 ;6.92 ;64880.82 ;48121.68 
C0825;África;Pakistan;Doméstico;P0012;Baja;12/03/2022;882565057;19/04/2022;9468;668.27 ;502.54 ;6327180.36 ;4758048.72 
C0036;Europa;Sweden;Cereales;P0003;Alta;27/04/2020;703659999;14/05/2020;7485;205.70 ;117.11 ;1539664.50 ;876568.35 
C0564;Australia y Oceanía;Palau;Cuidado personal;P0007;Crítica;24/04/2020;356403195;3/05/2020;6480;81.73 ;56.67 ;529610.40 ;367221.60 
C0658;Europa;Poland;Cereales;P0003;Crítica;15/09/2020;765843474;21/10/2020;8958;205.70 ;117.11 ;1842660.60 ;1049071.38 
C0773;África;Equatorial Guinea;Cárnicos;P0002;Crítica;15/06/2020;677342164;15/07/2020;9453;421.89 ;364.69 ;3988126.17 ;3447414.57 
C0065;Australia y Oceanía;Kiribati;Doméstico;P0012;Media;30/04/2020;706573092;15/05/2020;9535;668.27 ;502.54 ;6371954.45 ;4791718.90 
C0895;Asia;Myanmar;Cereales;P0003;Crítica;6/07/2021;189522588;1/08/2021;2800;205.70 ;117.11 ;575960.00 ;327908.00 
C0324;Centroamérica y Caribe;Haiti;Doméstico;P0012;Crítica;18/04/2021;332489478;26/05/2021;9880;668.27 ;502.54 ;6602507.60 ;4965095.20 
C0620;África;Mauritius ;Snacks;P0001;Media;26/03/2020;162085092;2/05/2020;3435;152.58 ;97.44 ;524112.30 ;334706.40 
C0752;Europa;Luxembourg;Cereales;P0003;Crítica;18/09/2020;575233256;5/11/2020;3158;205.70 ;117.11 ;649600.60 ;369833.38 
C0891;Australia y Oceanía;Tonga;Ropa;P0011;Baja;31/08/2022;289170300;11/09/2022;773;109.28 ;35.84 ;84473.44 ;27704.32 
C0914;Europa;Ukraine;Verduras;P0010;Alta;16/02/2022;791445052;19/02/2022;5033;154.06 ;90.93 ;775383.98 ;457650.69 
C0899;África;Sudan;Snacks;P0001;Alta;7/04/2021;489918839;21/04/2021;6727;152.58 ;97.44 ;1026405.66 ;655478.88 
C0627;Europa;France;Doméstico;P0012;Baja;19/03/2021;562765491;11/04/2021;3669;668.27 ;502.54 ;2451882.63 ;1843819.26 
C0084;Asia;Laos;Ropa;P0011;Media;25/08/2020;908471333;16/09/2020;5711;109.28 ;35.84 ;624098.08 ;204682.24 
C0958;Centroamérica y Caribe;Dominica;Cosméticos;P0006;Crítica;31/01/2020;595835196;12/03/2020;9730;437.20 ;263.33 ;4253956.00 ;2562200.90 
C0139;Europa;Estonia;Snacks;P0001;Alta;3/06/2020;113968408;26/06/2020;4639;152.58 ;97.44 ;707818.62 ;452024.16 
C0222;África;Afghanistan;Cuidado personal;P0007;Crítica;23/07/2021;922294795;11/09/2021;6380;81.73 ;56.67 ;521437.40 ;361554.60 
C0005;África;Eritrea;Frutas;P0004;Crítica;29/11/2020;500550687;16/12/2020;2926;9.33 ;6.92 ;27299.58 ;20247.92 
C0987;África;Oman;Cárnicos;P0002;Alta;8/08/2020;898784911;15/08/2020;9283;421.89 ;364.69 ;3916404.87 ;3385417.27 
C0873;Centroamérica y Caribe;Cuba;Snacks;P0001;Media;18/04/2020;187358796;6/05/2020;2486;152.58 ;97.44 ;379313.88 ;242235.84 
C0069;África;Oman;Cereales;P0003;Crítica;23/06/2021;106946170;27/07/2021;6603;205.70 ;117.11 ;1358237.10 ;773277.33 
C0185;Europa;Luxembourg;Material de oficina;P0008;Alta;29/04/2020;218533360;2/05/2020;7733;651.21 ;524.96 ;5035806.93 ;4059515.68 
C0534;África;Namibia;Material de oficina;P0008;Baja;27/07/2020;153419196;7/08/2020;9004;651.21 ;524.96 ;5863494.84 ;4726739.84 
C0632;Asia;India;Frutas;P0004;Alta;12/08/2020;963215005;21/08/2020;5580;9.33 ;6.92 ;52061.40 ;38613.60 
C0698;Australia y Oceanía;Palau;Verduras;P0010;Alta;14/09/2020;169844615;19/10/2020;9651;154.06 ;90.93 ;1486833.06 ;877565.43 
C0155;Europa;Serbia;Cuidado personal;P0007;Alta;26/06/2021;315544354;4/08/2021;5441;81.73 ;56.67 ;444692.93 ;308341.47 
C0128;África;Mauritania;Verduras;P0010;Crítica;26/07/2022;412863051;5/08/2022;4206;154.06 ;90.93 ;647976.36 ;382451.58 
C0946;Asia;Maldives;Frutas;P0004;Alta;10/02/2021;894662034;13/02/2021;9232;9.33 ;6.92 ;86134.56 ;63885.44 
C0641;África;Liberia;Cuidado personal;P0007;Crítica;31/10/2021;464115130;9/11/2021;836;81.73 ;56.67 ;68326.28 ;47376.12 
C0447;Europa;Greece;Bebida;P0009;Media;4/04/2021;144708669;5/05/2021;1366;47.45 ;31.79 ;64816.70 ;43425.14 
C0302;Centroamérica y Caribe;Dominica;Frutas;P0004;Baja;11/08/2020;130241477;23/08/2020;202;9.33 ;6.92 ;1884.66 ;1397.84 
C0348;Asia;Vietnam;Cereales;P0003;Crítica;10/07/2021;234824883;19/07/2021;8756;205.70 ;117.11 ;1801109.20 ;1025415.16 
C0428;Asia;Sri Lanka;Cereales;P0003;Alta;24/09/2021;342882716;9/10/2021;5470;205.70 ;117.11 ;1125179.00 ;640591.70 
C0591;Europa;Portugal;Doméstico;P0012;Media;28/03/2022;859151303;6/05/2022;818;668.27 ;502.54 ;546644.86 ;411077.72 
C0586;Norteamérica;United States of America;Cárnicos;P0002;Crítica;26/02/2020;458679473;22/03/2020;2304;421.89 ;364.69 ;972034.56 ;840245.76 
C0368;Centroamérica y Caribe;Jamaica;Snacks;P0001;Crítica;30/07/2021;136828553;2/09/2021;9464;152.58 ;97.44 ;1444017.12 ;922172.16 
C0592;Europa;Cyprus;Alimento infantil;P0005;Alta;19/02/2020;959272372;1/03/2020;8867;255.28 ;159.42 ;2263567.76 ;1413577.14 
C0119;África;Iran;Cereales;P0003;Media;18/04/2021;911997258;7/05/2021;9110;205.70 ;117.11 ;1873927.00 ;1066872.10 
C0513;Asia;Sri Lanka;Verduras;P0010;Crítica;4/12/2020;751302039;10/12/2020;5824;154.06 ;90.93 ;897245.44 ;529576.32 
C0537;Australia y Oceanía;East Timor;Snacks;P0001;Media;2/01/2021;853798043;5/02/2021;6669;152.58 ;97.44 ;1017556.02 ;649827.36 
C0664;África;Niger;Cárnicos;P0002;Crítica;29/06/2022;766409099;3/07/2022;6338;421.89 ;364.69 ;2673938.82 ;2311405.22 
C0563;Australia y Oceanía;Australia;Frutas;P0004;Media;10/01/2021;556371533;9/02/2021;1555;9.33 ;6.92 ;14508.15 ;10760.60 
C0612;África;Botswana;Alimento infantil;P0005;Media;29/08/2022;361234176;11/09/2022;6075;255.28 ;159.42 ;1550826.00 ;968476.50 
C0388;Europa;Portugal;Frutas;P0004;Media;27/05/2022;838858354;16/06/2022;5683;9.33 ;6.92 ;53022.39 ;39326.36 
C0174;Asia;South Korea;Bebida;P0009;Alta;26/10/2022;917417895;28/10/2022;3197;47.45 ;31.79 ;151697.65 ;101632.63 
C0453;Asia;Philippines;Cárnicos;P0002;Media;28/02/2021;945399129;29/03/2021;3466;421.89 ;364.69 ;1462270.74 ;1264015.54 
C0416;Centroamérica y Caribe;Saint Vincent and the Grenadines;Cárnicos;P0002;Baja;23/03/2022;441600883;27/03/2022;8369;421.89 ;364.69 ;3530797.41 ;3052090.61 
C0451;Centroamérica y Caribe;Panama;Verduras;P0010;Crítica;20/08/2022;345134484;7/10/2022;1818;154.06 ;90.93 ;280081.08 ;165310.74 
C0654;Europa;Italy;Cárnicos;P0002;Crítica;4/11/2020;765423762;18/11/2020;4756;421.89 ;364.69 ;2006508.84 ;1734465.64 
C0322;Asia;Tajikistan;Alimento infantil;P0005;Media;6/06/2021;532205045;1/07/2021;154;255.28 ;159.42 ;39313.12 ;24550.68 
C0455;Europa;Montenegro;Verduras;P0010;Media;21/03/2022;345527160;28/04/2022;8020;154.06 ;90.93 ;1235561.20 ;729258.60 
C0257;África;Sao Tome and Principe;Verduras;P0010;Crítica;10/06/2021;525751435;5/07/2021;388;154.06 ;90.93 ;59775.28 ;35280.84 
C0635;África;Somalia;Verduras;P0010;Baja;8/01/2022;563551700;24/02/2022;6326;154.06 ;90.93 ;974583.56 ;575223.18 
C0699;Europa;Italy;Alimento infantil;P0005;Baja;25/07/2021;469914281;18/08/2021;6933;255.28 ;159.42 ;1769856.24 ;1105258.86 
C0261;Europa;Poland;Cárnicos;P0002;Alta;14/05/2022;326138007;4/06/2022;339;421.89 ;364.69 ;143020.71 ;123629.91 
C0338;Europa;Ukraine;Material de oficina;P0008;Crítica;29/05/2021;733834207;9/06/2021;6704;651.21 ;524.96 ;4365711.84 ;3519331.84 
C0649;Asia;Cambodia;Doméstico;P0012;Crítica;12/05/2020;564926707;19/05/2020;3221;668.27 ;502.54 ;2152497.67 ;1618681.34 
C0116;Europa;Bosnia and Herzegovina;Ropa;P0011;Crítica;19/04/2021;111651837;25/05/2021;9115;109.28 ;35.84 ;996087.20 ;326681.60 
C0365;Asia;Philippines;Verduras;P0010;Media;28/05/2022;636558425;8/06/2022;639;154.06 ;90.93 ;98444.34 ;58104.27 
C0225;Asia;Japan;Snacks;P0001;Alta;9/04/2022;322507798;21/04/2022;6079;152.58 ;97.44 ;927533.82 ;592337.76 
C0226;Asia;Turkmenistan;Ropa;P0011;Alta;25/04/2021;122673785;29/04/2021;754;109.28 ;35.84 ;82397.12 ;27023.36 
C0105;Europa;Andorra;Verduras;P0010;Media;12/05/2020;610542714;29/05/2020;2012;154.06 ;90.93 ;309968.72 ;182951.16 
C0299;África;Kenya;Alimento infantil;P0005;Baja;23/01/2022;629913413;9/02/2022;4232;255.28 ;159.42 ;1080344.96 ;674665.44 
C0448;África;Mozambique;Ropa;P0011;Alta;24/11/2020;444897210;1/01/2021;3826;109.28 ;35.84 ;418105.28 ;137123.84 
C0899;Australia y Oceanía;Solomon Islands;Snacks;P0001;Alta;3/10/2021;389917933;18/11/2021;4236;152.58 ;97.44 ;646328.88 ;412755.84 
C0197;África;Democratic Republic of the Congo;Cosméticos;P0006;Alta;7/05/2021;419711911;1/06/2021;936;437.20 ;263.33 ;409219.20 ;246476.88 
C0593;África;Uganda;Ropa;P0011;Baja;27/01/2021;559327971;15/03/2021;6431;109.28 ;35.84 ;702779.68 ;230487.04 
C0541;Europa;Albania;Material de oficina;P0008;Alta;29/09/2022;454127442;12/11/2022;5257;651.21 ;524.96 ;3423410.97 ;2759714.72 
C0197;Australia y Oceanía;Samoa ;Cereales;P0003;Crítica;1/06/2021;719784152;11/07/2021;8981;205.70 ;117.11 ;1847391.70 ;1051764.91 
C0922;Asia;Indonesia;Verduras;P0010;Alta;16/02/2021;692284429;7/03/2021;1201;154.06 ;90.93 ;185026.06 ;109206.93 
